RepID,Drought or Watered,Genotype,SoilLocation,SoilHabitat,Block,Germination,GerminationDate,Harvest Date,Timepoint,Height_Jan29,Height_Feb5,Height_Feb12,Height_Feb19,GrowthRate1,GrowthRate2,GrowthRate3,GrowthRate4,AvgGrowthRate,CCI_Feb3,CCI_Feb17,FirstFreshRootWeight,FirstDryRootWeight,RootMassRate1,FirstDryShootWeight,ShootMassRate1,SecondFreshRootWeight,SecondDryRootWeight,RootMassRate2,SecondDryShootWeight,ShootMassRate2,ThirdFreshRootWeight,ThirdDryShootWeight,ThirdDryRootWeight,RootMassRate,ShootMassRate,TotalMassRate,RootShootRatio
626,W,B73,TLI,Agriculture,W,Y,1/27/2020,3/9/2020,late,7.25,18,18.75,32,2.416666667,1.8,1.102941176,1.333333333,1.663235294,1.3,9.3,,,,,,,,,,,0.88,0.352,0.289,0.006880952,0.008380952,0.015261905,0.821022727
627,D,Mo17,TLI,Agriculture,W,Y,1/29/2020,2/10/2020,early,2.25,7,,,2.25,0.875,,,1.5625,15.8,16.6,0.85,0.25,0.020833333,0.03,0.0025,,,,,,,,,0.020833333,0.0025,0.023333333,8.3333332
628,W,Mo17,TLI,Agriculture,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
629,D,B73,TLI,Native,W,Y,1/31/2020,3/9/2020,late,,4.5,13,17.25,,0.75,1,0.8625,0.870833333,,3.4,,,,,,,,,,,0.61,0.149,0.174,0.004578947,0.003921053,0.0085,1.167785235
630,W,B73,TLI,Native,W,Y,1/24/2020,2/24/2020,middle,9.5,23.5,32.5,36.25,1.583333333,1.807692308,1.625,1.342592593,1.589654558,16,5.8,,,,,,1.3,0.261,0.008419355,0.227,0.007322581,,,,0.008419355,0.007322581,0.015741936,1.149779702
631,D,Mo17,TLI,Native,W,N,1/29/2020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
632,W,Mo17,TLI,Native,W,Y,1/27/2020,3/9/2020,late,7.25,17,22.75,24,2.416666667,1.7,1.338235294,1,1.61372549,1.8,6.5,,,,,,,,,,,0.51,0.161,0.165,0.003928571,0.003833333,0.007761905,1.02484472
633,D,B73,KNZ,Native,W,Y,1/24/2020,2/10/2020,early,8.5,15.5,,,1.416666667,1.192307692,,,1.304487179,30.8,,0.61,0.27,0.015882353,0.04,0.002352941,,,,,,,,,0.015882353,0.002352941,0.018235294,6.750000531
634,W,B73,KNZ,Native,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
635,D,Mo17,KNZ,Native,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
636,W,Mo17,KNZ,Native,W,Y,1/27/2020,2/24/2020,middle,9.75,23.5,32.5,33.75,3.25,2.35,1.911764706,1.40625,2.229503676,25.3,9.1,,,,,,1.02,0.197,0.007035714,0.242,0.008642857,,,,0.007035714,0.008642857,0.015678571,0.814049567
637,D,B73,HAY,Native,W,Y,1/24/2020,3/9/2020,late,8.25,13.75,15.75,21.75,1.375,1.057692308,0.7875,0.805555556,1.006436966,13.2,7.2,,,,,,,,,,,0.34,0.152,0.129,0.002866667,0.003377778,0.006244444,0.848684211
638,W,B73,HAY,Native,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
639,D,Mo17,HAY,Native,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
640,W,Mo17,HAY,Native,W,Y,1/27/2020,3/9/2020,late,3.75,13.5,25,29.5,1.25,1.35,1.470588235,1.229166667,1.324938725,2.1,5.6,,,,,,,,,,,1.39,0.367,0.240062032,0.005715763,0.008738095,0.014453858,0.654119978
641,D,B73,SVR,Native,W,Y,1/29/2020,3/9/2020,late,1.75,10.25,17.5,21.25,1.75,1.28125,1.166666667,0.965909091,1.290956439,29.3,7.2,,,,,,,,,,,0.55,0.131,0.248,0.0062,0.003275,0.009475,1.893129771
642,W,B73,Control,Control,W,Y,1/27/2020,,,1,1.5,2,2.5,0.333333333,0.15,0.117647059,0.104166667,0.176286765,,,,,,,,,,,,,,,,,,0,
643,D,Mo17,KNZ,Native,W,Y,1/27/2020,3/9/2020,late,6.25,6,8.25,12.75,2.083333333,0.6,0.485294118,0.53125,0.924969363,11.6,8.6,,,,,,,,,,,0.65,0.119,0.142,0.003380952,0.002833333,0.006214286,1.193277311
644,W,B73,KNZ,Native,W,Y,1/27/2020,2/10/2020,early,7.75,19.75,,,2.583333333,1.975,,,2.279166667,13.8,,1.59,0.13,0.009285714,0.14,0.01,,,,,,,,,0.009285714,0.01,0.019285714,0.9285714
645,D,B73,SVR,Agriculture,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
646,W,B73,SVR,Agriculture,X,Y,1/27/2020,3/9/2020,late,5,18.5,27.5,30,1.666666667,1.85,1.617647059,1.25,1.596078431,1.5,5.8,,,,,,,,,,,1.09,0.408,0.283,0.006738095,0.009714286,0.016452381,0.693627451
647,D,Mo17,SVR,Agriculture,X,Y,1/31/2020,3/9/2020,late,,3,4.25,5.5,,0.5,0.326923077,0.275,0.367307692,,,,,,,,,,,,,0.32,0.037,0.199,0.005236842,0.000973684,0.006210526,5.378378378
648,W,Mo17,SVR,Agriculture,X,Y,1/29/2020,3/9/2020,late,2.5,13,18.5,23,2.5,1.625,1.233333333,1.045454545,1.60094697,18.5,19.5,,,,,,,,,,,1.3,0.227,0.255,0.006375,0.005675,0.01205,1.123348018
649,D,B73,SVR,Native,X,Y,1/27/2020,2/10/2020,early,6,8,,,2,0.8,,,1.4,1.7,,0.73,0.17,0.012142857,0.04,0.002857143,,,,,,,,,0.012142857,0.002857143,0.015,4.249999738
650,W,B73,SVR,Native,X,Y,1/24/2020,3/9/2020,late,9.25,21.5,36.25,36.5,1.541666667,1.653846154,1.8125,1.351851852,1.589966168,1.7,8.7,,,,,,,,,,,1.6,0.588,0.465,0.010333333,0.013066667,0.0234,0.790816327
651,D,Mo17,SVR,Native,X,Y,1/29/2020,2/24/2020,middle,2.75,9.75,15,16.75,2.75,1.21875,1,0.761363636,1.432528409,10,8.3,,,,,,0.91,0.208,0.008,0.071,0.002730769,,,,0.008,0.002730769,0.010730769,2.929577712
652,W,Mo17,SVR,Native,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
653,D,B73,TLI,Agriculture,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
654,W,B73,TLI,Agriculture,X,Y,1/27/2020,2/10/2020,early,6.25,18.25,,,2.083333333,1.825,,,1.954166667,28.2,,1.94,0.25,0.017857143,0.13,0.009285714,,,,,,,,,0.017857143,0.009285714,0.027142857,1.923076998
655,D,Mo17,TLI,Agriculture,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
656,W,Mo17,TLI,Agriculture,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
657,D,B73,TLI,Native,X,Y,1/27/2020,3/9/2020,late,8,9.5,18,22,2.666666667,0.95,1.058823529,0.916666667,1.398039216,7.7,15.3,,,,,,,,,,,0.74,0.152,0.251,0.00597619,0.003619048,0.009595238,1.651315789
658,W,B73,TLI,Native,X,Y,1/27/2020,3/9/2020,late,6.5,20.25,29.5,31.25,2.166666667,2.025,1.735294118,1.302083333,1.807261029,31.6,5.6,,,,,,,,,,,0.82,0.309,0.243,0.005785714,0.007357143,0.013142857,0.786407767
659,D,Mo17,TLI,Native,X,Y,1/27/2020,3/9/2020,late,6.5,5.5,8,11,2.166666667,0.55,0.470588235,0.458333333,0.911397059,1.6,7.8,,,,,,,,,,,0.71,0.094,0.208,0.004952381,0.002238095,0.007190476,2.212765957
660,W,Mo17,TLI,Native,X,Y,1/27/2020,3/9/2020,late,5,17,24.75,28.75,1.666666667,1.7,1.455882353,1.197916667,1.505116422,1.6,14.7,,,,,,,,,,,1.48,0.314,0.317,0.007547619,0.00747619,0.01502381,1.00955414
661,D,B73,KNZ,Native,X,Y,1/24/2020,3/9/2020,late,9.25,19.25,20.5,24,1.541666667,1.480769231,1.025,0.888888889,1.234081197,2,1.3,,,,,,,,,,,0.44,0.179,0.218,0.004844444,0.003977778,0.008822222,1.217877095
662,W,B73,KNZ,Native,X,Y,1/24/2020,2/24/2020,middle,8.75,22,36.25,36.5,1.458333333,1.692307692,1.8125,1.351851852,1.578748219,14.1,6.9,,,,,,1.85,0.384,0.012387097,0.307,0.009903226,,,,0.012387097,0.009903226,0.022290323,1.250814331
663,D,Mo17,KNZ,Native,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
664,W,Mo17,KNZ,Native,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
665,D,B73,HAY,Native,X,Y,1/31/2020,,,,3.25,4.5,5,,0.541666667,0.346153846,0.25,0.379273504,,,,,,,,,,,,,,,,,,0,
666,W,B73,HAY,Native,X,Y,1/24/2020,2/24/2020,middle,10.75,25.5,35.25,36,1.791666667,1.961538462,1.7625,1.333333333,1.712259615,15.7,10.5,,,,,,1.65,0.275,0.008870968,0.358,0.011548387,,,,0.008870968,0.011548387,0.020419355,0.768156453
667,D,Mo17,HAY,Native,X,Y,1/27/2020,2/10/2020,early,4.25,6.5,,,1.416666667,0.65,,,1.033333333,1.6,,1.07,0.32,0.022857143,0.04,0.002857143,,,,,,,,,0.022857143,0.002857143,0.025714286,7.99999965
668,W,Mo17,HAY,Native,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
669,D,B73,Control,Control,X,Y,1/27/2020,3/9/2020,late,11,12,18.5,23.75,3.666666667,1.2,1.088235294,0.989583333,1.736121324,1.9,6.8,,,,,,,,,,,0.62,0.243,0.263,0.006261905,0.005785714,0.012047619,1.082304527
670,W,B73,SVR,Native,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
671,D,Mo17,SVR,Native,X,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
672,W,Mo17,SVR,Native,X,Y,1/27/2020,2/24/2020,middle,6.25,19,33,34.25,2.083333333,1.9,1.941176471,1.427083333,1.837898284,22,15,,,,,,1.98,0.398,0.014214286,0.285,0.010178571,,,,0.014214286,0.010178571,0.024392857,1.396491315
673,D,B73,SVR,Agriculture,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
674,W,B73,SVR,Agriculture,Y,Y,1/24/2020,3/9/2020,late,9.25,20.25,21,30.75,1.541666667,1.557692308,1.05,1.138888889,1.322061966,1.9,5.3,,,,,,,,,,,0.78,0.39,0.242,0.005377778,0.008666667,0.014044444,0.620512821
675,D,Mo17,SVR,Agriculture,Y,Y,1/24/2020,3/9/2020,late,8.5,8.75,13.75,17,1.416666667,0.673076923,0.6875,0.62962963,0.851718305,15.2,,,,,,,,,,,,0.73,0.143,0.248,0.005511111,0.003177778,0.008688889,1.734265734
676,W,Mo17,SVR,Agriculture,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
677,D,B73,SVR,Native,Y,Y,1/29/2020,3/9/2020,late,1,6.75,11.5,12,1,0.84375,0.766666667,0.545454545,0.788967803,,7.2,,,,,,,,,,,0.23,0.048,0.077,0.001925,0.0012,0.003125,1.604166667
678,W,B73,SVR,Native,Y,Y,1/27/2020,3/9/2020,late,9.75,26.5,36.5,38.5,3.25,2.65,2.147058824,1.604166667,2.412806373,2.4,4,,,,,,,,,,,1.3,0.687,0.409,0.009738095,0.016357143,0.026095238,0.595342067
679,D,Mo17,SVR,Native,Y,Y,1/29/2020,2/10/2020,early,1.5,5.75,,,1.5,0.71875,,,1.109375,,,1.19,0.32,0.026666667,0.01,0.000833333,,,,,,,,,0.026666667,0.000833333,0.0275,32.0000132
680,W,Mo17,SVR,Native,Y,Y,1/29/2020,2/10/2020,early,2,10,,,2,1.25,,,1.625,5.3,,1.1,0.27,0.0225,0.04,0.003333333,,,,,,,,,0.0225,0.003333333,0.025833333,6.750000675
681,D,B73,TLI,Agriculture,Y,Y,1/24/2020,2/24/2020,middle,7,13,16.5,25,1.166666667,1,0.825,0.925925926,0.979398148,1.2,7.2,,,,,,0.76,0.144115,0.004648871,0.082,0.002645161,,,,0.004648871,0.002645161,0.007294032,1.757500205
682,W,B73,TLI,Agriculture,Y,Y,1/27/2020,3/9/2020,late,8.5,21.75,32,33.25,2.833333333,2.175,1.882352941,1.385416667,2.069025735,18.4,6.7,,,,,,,,,,,0.95,0.339,0.235,0.005595238,0.008071429,0.013666667,0.693215339
683,D,Mo17,Control,Control,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
684,W,Mo17,TLI,Agriculture,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
685,D,B73,TLI,Native,Y,Y,1/24/2020,3/9/2020,late,8.75,14,16,20,1.458333333,1.076923077,0.8,0.740740741,1.018999288,6.4,6,,,,,,,,,,,0.55,0.144,0.225,0.005,0.0032,0.0082,1.5625
686,W,B73,TLI,Native,Y,Y,1/24/2020,3/9/2020,late,9,19,24.5,28.5,1.5,1.461538462,1.225,1.055555556,1.310523504,9.9,14.2,,,,,,,,,,,0.74,0.236,0.169,0.003755556,0.005244444,0.009,0.716101695
687,D,Mo17,TLI,Native,Y,Y,1/27/2020,2/10/2020,early,7,10.5,,,2.333333333,1.05,,,1.691666667,23.8,,0.92,0.26,0.018571429,0.05,0.003571429,,,,,,,,,0.018571429,0.003571429,0.022142858,5.199999496
688,W,Mo17,TLI,Native,Y,Y,1/27/2020,2/10/2020,early,6,16.5,,,2,1.65,,,1.825,17.3,,1.65,0.23,0.016428571,0.08,0.005714286,,,,,,,,,0.016428571,0.005714286,0.022142857,2.874999781
689,D,B73,KNZ,Native,Y,Y,1/24/2020,3/9/2020,late,9,19.75,22.25,26.5,1.5,1.519230769,1.1125,0.981481481,1.278303063,1.2,5,,,,,,,,,,,0.52,0.187,0.089807379,0.00199572,0.004155556,0.006151275,0.480253363
690,W,B73,KNZ,Native,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
691,D,Mo17,KNZ,Native,Y,Y,1/27/2020,2/10/2020,early,7,14.25,,,2.333333333,1.425,,,1.879166667,16,,1.37,0.29,0.020714286,0.07,0.005,,,,,,,,,0.020714286,0.005,0.025714286,4.1428572
692,W,Mo17,KNZ,Native,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
693,D,B73,HAY,Native,Y,Y,1/27/2020,3/9/2020,late,4.5,10.5,18.25,26.5,1.5,1.05,1.073529412,1.104166667,1.18192402,14.5,8.9,,,,,,,,,,,0.63,0.246,0.108805094,0.002590597,0.005857143,0.00844774,0.442297129
694,W,B73,HAY,Native,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
695,D,Mo17,HAY,Native,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
696,W,Mo17,HAY,Native,Y,Y,1/27/2020,3/9/2020,late,3.25,14.5,23.5,30,1.083333333,1.45,1.382352941,1.25,1.291421569,16,6.5,,,,,,,,,,,1.43,0.493,0.386,0.009190476,0.011738095,0.020928571,0.78296146
697,D,Mo17,HAY,Native,Y,Y,1/27/2020,,,7.75,8,10.5,12,2.583333333,0.8,0.617647059,0.5,1.125245098,1.7,,,,,,,,,,,,,,,,,0,
698,W,Mo17,KNZ,Native,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
699,D,Mo17,TLI,Agriculture,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
700,W,Mo17,TLI,Agriculture,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
701,D,B73,SVR,Agriculture,Z,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
702,W,B73,SVR,Agriculture,Z,Y,1/24/2020,3/9/2020,late,9,22.25,34,34.5,1.5,1.711538462,1.7,1.277777778,1.54732906,5.7,2.3,,,,,,,,,,,0.97,0.438,0.317,0.007044444,0.009733333,0.016777778,0.723744292
703,D,Mo17,SVR,Agriculture,Z,Y,1/24/2020,2/10/2020,early,10,15,,,1.666666667,1.153846154,,,1.41025641,1.8,,0.58,0.26,0.015294118,0.06,0.003529412,,,,,,,,,0.015294118,0.003529412,0.01882353,4.333333144
704,W,Mo17,SVR,Agriculture,Z,Y,1/29/2020,3/9/2020,late,2.75,12,19.5,26,2.75,1.5,1.3,1.181818182,1.682954545,7.6,3.7,,,,,,,,,,,1.11,0.237,0.228,0.0057,0.005925,0.011625,0.962025316
705,D,B73,SVR,Native,Z,Y,1/24/2020,3/9/2020,late,9.75,14.5,17.25,23.75,1.625,1.115384615,0.8625,0.87962963,1.120628561,7.7,,,,,,,,,,,,0.65,0.231,0.254,0.005644444,0.005133333,0.010777778,1.0995671
706,W,B73,SVR,Native,Z,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
707,D,Mo17,SVR,Native,Z,Y,1/31/2020,3/9/2020,late,,4,8,9.5,,0.666666667,0.615384615,0.475,0.585683761,,4.8,,,,,,,,,,,0.74,0.085,0.281,0.007394737,0.002236842,0.009631579,3.305882353
708,W,Mo17,SVR,Native,Z,Y,1/27/2020,3/9/2020,late,7,19.25,25.5,31.75,2.333333333,1.925,1.5,1.322916667,1.7703125,1.1,5.3,,,,,,,,,,,1.46,0.449,0.427,0.010166667,0.010690476,0.020857143,0.951002227
709,D,B73,TLI,Agriculture,Z,Y,1/31/2020,3/9/2020,late,,2.75,11.25,14,,0.458333333,0.865384615,0.7,0.67457265,,6.5,,,,,,,,,,,0.45,0.095,0.193,0.005078947,0.0025,0.007578947,2.031578947
710,W,B73,TLI,Agriculture,Z,Y,1/27/2020,3/9/2020,late,5.75,15,16,16,1.916666667,1.5,0.941176471,0.666666667,1.256127451,10.6,6.5,,,,,,,,,,,0.3,0.07,0.127,0.00302381,0.001666667,0.004690476,1.814285714
711,D,Mo17,TLI,Agriculture,Z,Y,1/27/2020,3/9/2020,late,3.5,4,7,11.75,1.166666667,0.4,0.411764706,0.489583333,0.617003676,11.9,,,,,,,,,,,,0.81,0.147,0.243,0.005785714,0.0035,0.009285714,1.653061224
712,W,Mo17,TLI,Agriculture,Z,Y,1/27/2020,2/24/2020,middle,7.25,18,27.5,29,2.416666667,1.8,1.617647059,1.208333333,1.760661765,1.2,4.6,,,,,,1.47,0.317,0.011321429,0.236,0.008428571,,,,0.011321429,0.008428571,0.01975,1.343220458
713,D,B73,TLI,Native,Z,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
714,W,B73,TLI,Native,Z,Y,1/29/2020,2/10/2020,early,2.75,14.25,,,2.75,1.78125,,,2.265625,9.2,,1.7,0.19,0.015833333,0.09,0.0075,,,,,,,,,0.015833333,0.0075,0.023333333,2.111111067
715,D,Mo17,TLI,Native,Z,Y,1/27/2020,3/9/2020,late,4.5,4.5,7.25,9,1.5,0.45,0.426470588,0.375,0.687867647,1.1,,,,,,,,,,,,0.41,0.067,0.135,0.003214286,0.001595238,0.004809524,2.014925373
716,W,Mo17,TLI,Native,Z,Y,1/27/2020,3/9/2020,late,7,18.75,20.5,23.5,2.333333333,1.875,1.205882353,0.979166667,1.598345588,1.6,9.8,,,,,,,,,,,0.71,0.144,0.157,0.003738095,0.003428571,0.007166667,1.090277778
717,D,B73,KNZ,Native,Z,Y,1/27/2020,3/9/2020,late,8,8.75,13.75,19.75,2.666666667,0.875,0.808823529,0.822916667,1.293351716,31.5,9.1,,,,,,,,,,,0.77,0.2,0.257,0.006119048,0.004761905,0.010880952,1.285
718,W,B73,KNZ,Native,Z,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
719,D,Mo17,KNZ,Native,Z,Y,1/27/2020,3/9/2020,late,5.75,5.75,7.5,14.5,1.916666667,0.575,0.441176471,0.604166667,0.884252451,5.1,4,,,,,,,,,,,0.72,0.129,0.2,0.004761905,0.003071429,0.007833333,1.550387597
720,W,Mo17,KNZ,Native,Z,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
721,D,B73,HAY,Native,Z,Y,1/24/2020,2/10/2020,early,8.25,21.75,,,1.375,1.673076923,,,1.524038462,10.3,,0.98,0.32,0.018823529,0.11,0.006470588,,,,,,,,,0.018823529,0.006470588,0.025294117,2.909090951
722,W,B73,HAY,Native,Z,Y,1/24/2020,2/10/2020,early,10.5,22.25,,,1.75,1.711538462,,,1.730769231,10.5,,1.72,0.2,0.011764706,0.16,0.009411765,,,,,,,,,0.011764706,0.009411765,0.021176471,1.249999973
723,D,Mo17,HAY,Native,Z,Y,1/27/2020,3/9/2020,late,3.5,3.75,7,10,1.166666667,0.375,0.411764706,0.416666667,0.59252451,,2.5,,,,,,,,,,,0.77,0.103,0.243,0.005785714,0.002452381,0.008238095,2.359223301
724,W,Mo17,HAY,Native,Z,Y,1/27/2020,2/10/2020,early,6,18,,,2,1.8,,,1.9,13.2,,2.03,0.28,0.02,0.12,0.008571429,,,,,,,,,0.02,0.008571429,0.028571429,2.333333217
725,D,B73,HAY,Native,Z,Y,1/27/2020,3/9/2020,late,7.5,8.25,8.75,12.5,2.5,0.825,0.514705882,0.520833333,1.090134804,18.9,7.4,,,,,,,,,,,0.4,0.064,0.155,0.003690476,0.00152381,0.005214286,2.421875
726,W,B73,HAY,Native,Z,Y,1/24/2020,2/24/2020,middle,10,22.25,33,33.5,1.666666667,1.711538462,1.65,1.240740741,1.567236467,3.8,5.1,,,,,,1.79,0.239,0.007709677,0.258,0.008322581,,,,0.007709677,0.008322581,0.016032258,0.926356499
727,D,Mo17,TLI,Agriculture,Z,Y,1/27/2020,3/9/2020,late,6.75,6.5,12.25,16,2.25,0.65,0.720588235,0.666666667,1.071813725,9.6,8.9,,,,,,,,,,,0.71,0.07,0.128,0.003047619,0.001666667,0.004714286,1.828571429
728,W,Mo17,Control,Control,Z,Y,1/27/2020,3/9/2020,late,7.25,18,20.75,32.5,2.416666667,1.8,1.220588235,1.354166667,1.697855392,13,6.7,,,,,,,,,,,1.38,0.37,0.354,0.008428571,0.008809524,0.017238095,0.956756757
729,D,B73,SVR,Agriculture,AA,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
730,W,B73,SVR,Agriculture,AA,Y,1/24/2020,3/9/2020,late,10.25,24,31.75,32.25,1.708333333,1.846153846,1.5875,1.194444444,1.584107906,1.3,5.2,,,,,,,,,,,1.14,0.429,0.295,0.006555556,0.009533333,0.016088889,0.687645688
731,D,Mo17,SVR,Agriculture,AA,Y,1/27/2020,3/9/2020,late,3.5,4,6,10.75,1.166666667,0.4,0.352941176,0.447916667,0.591881127,,,,,,,,,,,,,0.6,0.078,0.15,0.003571429,0.001857143,0.005428571,1.923076923
732,W,Mo17,SVR,Agriculture,AA,Y,1/24/2020,2/10/2020,early,10,23.5,,,1.666666667,1.807692308,,,1.737179487,11.9,,1.64,0.25,0.014705882,0.13,0.007647059,,,,,,,,,0.014705882,0.007647059,0.022352941,1.923076833
733,D,B73,SVR,Native,AA,Y,1/24/2020,3/9/2020,late,10.25,14.75,17.25,21,1.708333333,1.134615385,0.8625,0.777777778,1.120806624,1.6,18.9,,,,,,,,,,,0.6,0.213,0.274,0.006088889,0.004733333,0.010822222,1.286384977
734,W,B73,SVR,Native,AA,Y,1/27/2020,3/9/2020,late,9.5,21.75,32.5,34,3.166666667,2.175,1.911764706,1.416666667,2.16752451,21.2,8.7,,,,,,,,,,,1.09,0.508,0.361,0.008595238,0.012095238,0.020690476,0.710629921
735,D,Mo17,SVR,Native,AA,Y,1/27/2020,3/9/2020,late,3.75,4.25,6.5,12.75,1.25,0.425,0.382352941,0.53125,0.647150735,,4.4,,,,,,,,,,,0.75,0.118,0.239,0.005690476,0.002809524,0.0085,2.025423729
736,W,Mo17,SVR,Native,AA,Y,1/27/2020,3/9/2020,late,5.75,16.5,27.5,28.5,1.916666667,1.65,1.617647059,1.1875,1.592953431,1.4,6.6,,,,,,,,,,,1.82,0.478,0.566,0.01347619,0.011380952,0.024857143,1.184100418
737,D,B73,TLI,Agriculture,AA,Y,1/27/2020,3/9/2020,late,7.75,12,17,24,2.583333333,1.2,1,1,1.445833333,11.4,15.1,,,,,,,,,,,0.59,0.209,0.267,0.006357143,0.00497619,0.011333333,1.277511962
738,W,B73,TLI,Agriculture,AA,Y,1/27/2020,3/9/2020,late,9,22.5,29,31.75,3,2.25,1.705882353,1.322916667,2.069699755,6,9.2,,,,,,,,,,,1.01,0.328,0.285,0.006785714,0.007809524,0.014595238,0.868902439
739,D,Mo17,TLI,Agriculture,AA,Y,1/24/2020,2/10/2020,early,9.25,11,,,1.541666667,0.846153846,,,1.193910256,19,,0.64,0.29,0.017058824,0.03,0.001764706,,,,,,,,,0.017058824,0.001764706,0.01882353,9.666666289
740,W,Mo17,TLI,Agriculture,AA,Y,1/27/2020,2/10/2020,early,6.5,18.5,,,2.166666667,1.85,,,2.008333333,1.5,,1.54,0.28,0.02,0.09,0.006428571,,,,,,,,,0.02,0.006428571,0.026428571,3.111111319
741,D,B73,TLI,Native,AA,Y,1/24/2020,2/10/2020,early,7.75,12.5,,,1.291666667,0.961538462,,,1.126602564,8.8,,0.53,0.22,0.012941176,0.04,0.002352941,,,,,,,,,0.012941176,0.002352941,0.015294117,5.500000213
742,W,B73,TLI,Native,AA,Y,1/24/2020,3/9/2020,late,8.75,18.5,24.25,28,1.458333333,1.423076923,1.2125,1.037037037,1.282736823,1.6,5,,,,,,,,,,,0.3,0.159,0.124,0.002755556,0.003533333,0.006288889,0.779874214
743,D,Mo17,TLI,Native,AA,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
744,W,Mo17,TLI,Native,AA,Y,1/27/2020,3/9/2020,late,6.25,14.75,22.75,25.25,2.083333333,1.475,1.338235294,1.052083333,1.48716299,4.1,4.3,,,,,,,,,,,0.63,0.183,0.227,0.005404762,0.004357143,0.009761905,1.240437158
745,D,B73,KNZ,Native,AA,Y,1/24/2020,3/9/2020,late,9.5,17,20,22.5,1.583333333,1.307692308,1,0.833333333,1.181089744,9.7,21.4,,,,,,,,,,,0.73,0.216,0.281,0.006244444,0.0048,0.011044444,1.300925926
746,W,B73,KNZ,Native,AA,Y,1/27/2020,2/24/2020,middle,8.25,21.5,35.75,36,2.75,2.15,2.102941176,1.5,2.125735294,15.4,10.1,,,,,,1.44,0.27306,0.009752143,0.296,0.010571429,,,,0.009752143,0.010571429,0.020323572,0.922499976
747,D,Mo17,KNZ,Native,AA,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
748,W,Mo17,KNZ,Native,AA,Y,1/27/2020,2/24/2020,middle,5.25,20.25,28,29,1.75,2.025,1.647058824,1.208333333,1.657598039,12.7,6.8,,,,,,1.65,0.297,0.010607143,0.221,0.007892857,,,,0.010607143,0.007892857,0.0185,1.343891445
749,D,B73,HAY,Native,AA,Y,1/24/2020,2/24/2020,middle,9,14,16.5,22.75,1.5,1.076923077,0.825,0.842592593,1.061128917,9.9,3.5,,,,,,0.82,0.1554925,0.005015887,0.095,0.003064516,,,,0.005015887,0.003064516,0.008080403,1.636763195
750,W,B73,HAY,Native,AA,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
751,D,Mo17,HAY,Native,AA,Y,1/31/2020,2/24/2020,middle,,7.75,17,22,,1.291666667,1.307692308,1.1,1.233119658,,10.1,,,,,,1.22,0.218,0.009083333,0.11,0.004583333,,,,0.009083333,0.004583333,0.013666666,1.981818253
752,W,Mo17,HAY,Native,AA,Y,1/24/2020,3/9/2020,late,8.25,18.5,22.5,29,1.375,1.423076923,1.125,1.074074074,1.249287749,2.6,7.9,,,,,,,,,,,1.18,0.248,0.31,0.006888889,0.005511111,0.0124,1.25
753,D,B73,Control,Control,AA,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
